,Unnamed: 0,title,artist,top genre,year,country,val,dur,albums
691,75,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,africa,41,268,Santa Claus Is Comin' To Town
692,232,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,belgium,41,268,Santa Claus Is Comin' To Town
693,378,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,canada,41,268,Santa Claus Is Comin' To Town
694,866,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,italy,41,268,Santa Claus Is Comin' To Town
701,48,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,world,42,172,Christmas (Deluxe Special Edition)
702,86,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,africa,42,172,Christmas (Deluxe Special Edition)
703,194,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,australia,42,172,Christmas (Deluxe Special Edition)
704,246,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,belgium,42,172,Christmas (Deluxe Special Edition)
705,397,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,canada,42,172,Christmas (Deluxe Special Edition)
706,894,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,italy,42,172,Christmas (Deluxe Special Edition)
707,546,Santa Claus Llegó a La Ciudad,Luis Miguel,bolero,2006,chile,72,116,Navidades Luis Miguel
708,12,Santa Tell Me,Ariana Grande,dance pop,2014,world,59,204,Santa Tell Me
709,55,Santa Tell Me,Ariana Grande,dance pop,2014,africa,59,204,Santa Tell Me
710,157,Santa Tell Me,Ariana Grande,dance pop,2014,australia,59,204,Santa Tell Me
711,210,Santa Tell Me,Ariana Grande,dance pop,2014,belgium,59,204,Santa Tell Me
712,353,Santa Tell Me,Ariana Grande,dance pop,2014,canada,59,204,Santa Tell Me
713,405,Santa Tell Me,Ariana Grande,dance pop,2014,germany,59,204,Santa Tell Me
714,555,Santa Tell Me,Ariana Grande,dance pop,2014,spain,59,204,Santa Tell Me
715,604,Santa Tell Me,Ariana Grande,dance pop,2014,usa,59,204,Santa Tell Me
716,856,Santa Tell Me,Ariana Grande,dance pop,2014,italy,59,204,Santa Tell Me
717,902,Santa Tell Me,Ariana Grande,dance pop,2014,japan,59,204,Santa Tell Me
718,963,Santa Tell Me,Ariana Grande,dance pop,2014,malasya,59,204,Santa Tell Me
719,741,Sauda Khara Khara,Diljit Dosanjh,desi pop,2019,india,88,211,Good Newwz
720,941,Sayonara Elegy,Masaki Suda,anime rock,2018,japan,62,257,Sayonara Elegy
721,336,Se Prepara 2,Mc Livinho,funk carioca,2019,brazil,36,147,Se Prepara 2
722,594,Se iluminaba,Fred De Palma,italian arena pop,2019,spain,62,174,Uebe
723,797,Secukupnya,Hindia,indonesian indie,2019,indonesia,93,205,Secukupnya
725,317,Sentou e Gostou,MC JottaPê,funk carioca,2019,brazil,72,163,Sentou e Gostou
726,323,Serenata - Ao Vivo,Marília Mendonça,sertanejo,2019,brazil,74,156,"Todos Os Cantos, Vol. 2 (ao Vivo)"
727,24,Señorita,Shawn Mendes,canadian pop,2019,world,75,191,Señorita
728,67,Señorita,Shawn Mendes,canadian pop,2019,africa,75,191,Señorita
729,118,Señorita,Shawn Mendes,canadian pop,2019,argentina,75,191,Señorita
730,223,Señorita,Shawn Mendes,canadian pop,2019,belgium,75,191,Señorita
731,270,Señorita,Shawn Mendes,canadian pop,2019,bolivia,75,191,Señorita
732,467,Señorita,Shawn Mendes,canadian pop,2019,colombia,75,191,Señorita
733,660,Señorita,Shawn Mendes,canadian pop,2019,france,75,191,Señorita
734,710,Señorita,Shawn Mendes,canadian pop,2019,india,75,191,Señorita
735,759,Señorita,Shawn Mendes,canadian pop,2019,indonesia,75,191,Señorita
736,815,Señorita,Shawn Mendes,canadian pop,2019,israel,75,191,Señorita
737,976,Señorita,Shawn Mendes,canadian pop,2019,malasya,75,191,Señorita
739,905,Shape of You,Ed Sheeran,pop,2017,japan,93,234,Shape of You
740,938,Shukumei,Official HIGE DANdism,anime rock,2019,japan,49,281,Traveler
741,525,Si Se Da - Remix,Myke Towers,latin,2019,chile,77,332,Si Se da Remix
742,538,Si Supieras,Daddy Yankee,latin,2019,chile,62,242,Si Supieras
743,113,Si Te Vas,Sech,panamanian pop,2019,argentina,55,205,Si Te Vas
744,264,Si Te Vas,Sech,panamanian pop,2019,bolivia,55,205,Si Te Vas
745,464,Si Te Vas,Sech,panamanian pop,2019,colombia,55,205,Si Te Vas
746,515,Si Te Vas,Sech,panamanian pop,2019,chile,55,205,Si Te Vas
747,565,Si Te Vas,Sech,panamanian pop,2019,spain,55,205,Si Te Vas
748,596,Si por mi fuera,Beret,spanish hip hop,2019,spain,88,209,Si por mi fuera
749,131,Sigues Con El,Dimelo Flow,latin,2019,argentina,68,227,Sigues Con El
750,288,Sigues Con El,Dimelo Flow,latin,2019,bolivia,68,227,Sigues Con El
751,476,Sigues Con El,Dimelo Flow,latin,2019,colombia,68,227,Sigues Con El
752,531,Sigues Con El,Dimelo Flow,latin,2019,chile,68,227,Sigues Con El
753,581,Sigues Con El,Dimelo Flow,latin,2019,spain,68,227,Sigues Con El
754,449,Skifahren,The Cratez,german hip hop,2019,germany,44,163,Skifahren
755,47,Sleigh Ride,The Ronettes,adult standards,2019,world,85,181,A Christmas Gift For You From Phil Spector
756,85,Sleigh Ride,The Ronettes,adult standards,2019,africa,85,181,A Christmas Gift For You From Phil Spector
757,191,Sleigh Ride,The Ronettes,adult standards,2019,australia,85,181,A Christmas Gift For You From Phil Spector
758,245,Sleigh Ride,The Ronettes,adult standards,2019,belgium,85,181,A Christmas Gift For You From Phil Spector
759,396,Sleigh Ride,The Ronettes,adult standards,2019,canada,85,181,A Christmas Gift For You From Phil Spector
760,646,Sleigh Ride,The Ronettes,adult standards,2019,usa,85,181,A Christmas Gift For You From Phil Spector
761,767,So Am I,Ava Max,dance pop,2019,indonesia,61,183,So Am I
763,339,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,sertanejo,2018,brazil,60,187,Solteiro Não Trai (Ao Vivo)
764,133,Soltera - Remix,Lunay,latin,2019,argentina,80,266,Soltera (Remix)
765,293,Soltera - Remix,Lunay,latin,2019,bolivia,80,266,Soltera (Remix)
766,478,Soltera - Remix,Lunay,latin,2019,colombia,80,266,Soltera (Remix)
767,540,Soltera - Remix,Lunay,latin,2019,chile,80,266,Soltera (Remix)
768,306,Some que ele vem atrás,Anitta,baile pop,2019,brazil,60,195,Some que ele vem atrás
769,11,Someone You Loved,Lewis Capaldi,pop,2019,world,45,182,Breach
770,208,Someone You Loved,Lewis Capaldi,pop,2019,belgium,45,182,Breach
771,755,Someone You Loved,Lewis Capaldi,pop,2019,indonesia,45,182,Breach
772,808,Someone You Loved,Lewis Capaldi,pop,2019,israel,45,182,Breach
773,959,Someone You Loved,Lewis Capaldi,pop,2019,malasya,45,182,Breach
774,499,Sorbito De Champagne - Digitally Remastered Original,Pastor Lopez,cumbia,2006,colombia,70,211,Sus Más Grandes Éxitos
775,143,Soy Sabalero,Los Palmeras,argentine rock,2019,argentina,85,180,Soy Sabalero (Single)
776,798,Speechless (Full),Naomi Scott,hollywood,2019,indonesia,23,209,Aladdin (Original Motion Picture Soundtrack)
777,944,Stand By You,Official HIGE DANdism,anime rock,2019,japan,63,256,Stand By You
778,32,Step Into Christmas,Elton John,glam rock,1973,world,82,272,Caribou
779,171,Step Into Christmas,Elton John,glam rock,1973,australia,82,272,Caribou
780,375,Step Into Christmas,Elton John,glam rock,1973,canada,82,272,Caribou
781,418,Step Into Christmas,Elton John,glam rock,1973,germany,82,272,Caribou
782,682,Street,Maes,french hip hop,2019,france,49,185,Les derniers salopards
783,95,Sukendleleni,Jobe London,afro house,2019,africa,24,415,Sukendleleni (feat. Kamo Manje)
784,712,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2019,india,93,158,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)
785,979,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2019,malasya,93,158,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)
786,303,Supera - Ao Vivo,Marília Mendonça,sertanejo,2019,brazil,66,148,"Todos Os Cantos, Vol. 3 (ao Vivo)"
788,487,Tabaco y Ron,Rodolfo Aicardi,classic colombian pop,2012,colombia,96,243,Muy Tropical y Bailable - 16 Exitos
789,799,Tak Ingin Pisah Lagi,Marion Jola,indonesian pop,2019,indonesia,34,266,Tak Ingin Pisah Lagi
790,768,Takeaway,The Chainsmokers,electropop,2019,indonesia,35,210,World War Joy...Takeaway
791,990,Takeaway,The Chainsmokers,electropop,2019,malasya,35,210,World War Joy...Takeaway
792,134,Tal Vez,Paulo Londra,argentine hip hop,2019,argentina,74,264,Tal Vez
793,294,Tal Vez,Paulo Londra,argentine hip hop,2019,bolivia,74,264,Tal Vez
794,779,Tanpa Tergesa,Juicy Luicy,indonesian pop,2018,indonesia,45,218,Tanpa Tergesa
795,575,Te Quemaste,Manuel Turizo,colombian pop,2019,spain,72,199,ADN
796,283,Te Vi,Piso 21,colombian pop,2018,bolivia,71,232,Te Vi
797,948,Teenager Forever,King Gnu,j-pop,2019,japan,70,189,Teenager Forever
798,88,Tender Love (feat. DJ Maphorisa & Kabza De Small),Sha Sha,afro house,2019,africa,45,444,Grease (The Original Motion Picture Soundtrack)
800,188,Thank God It's Christmas - Non-Album Single,Queen,glam rock,1984,australia,34,262,The Platinum Collection (2011 Remaster)
801,431,Thank God It's Christmas - Non-Album Single,Queen,glam rock,1984,germany,34,262,The Platinum Collection (2011 Remaster)
802,442,The Best Side Of Life,Sarah Connor,german pop,2006,germany,55,229,Christmas In My Heart
803,365,The Box,Roddy Ricch,melodic rap,2019,canada,64,197,Please Excuse Me For Being Antisocial
804,617,The Box,Roddy Ricch,melodic rap,2019,usa,64,197,Please Excuse Me For Being Antisocial
805,20,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,world,21,192,The Nat King Cole Story
806,63,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,africa,21,192,The Nat King Cole Story
807,166,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,australia,21,192,The Nat King Cole Story
808,220,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,belgium,21,192,The Nat King Cole Story
809,361,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,canada,21,192,The Nat King Cole Story
810,615,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,usa,21,192,The Nat King Cole Story
811,249,This Christmas,Donny Hathaway,chicago soul,1971,belgium,68,231,A Donny Hathaway Collection
812,649,This Christmas,Donny Hathaway,chicago soul,1971,usa,68,231,A Donny Hathaway Collection
813,876,Ti volevo dedicare (feat. J-AX & Boomdabash),Rocco Hunt,italian hip hop,2019,italy,27,208,Libertà
814,310,Tijolão - Ao Vivo,Jorge & Mateus,sertanejo,2019,brazil,69,175,Caipirinha
815,349,Tiro Certo - Ao Vivo,Zé Felipe,funk carioca,2019,brazil,69,179,"Zé Felipe, Vol. 1 (ao Vivo)"
816,333,To Voando Alto,Mc Poze do Rodo,funk carioca,2019,brazil,80,137,To Voando Alto
817,324,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,sertanejo,2019,brazil,58,155,"Todos Os Cantos, Vol. 2 (ao Vivo)"
819,483,Traicionera,Pastor Lopez,cumbia,2012,colombia,96,215,"Siempre en Diciembre, Vol. 4"
826,917,Turning Up,ARASHI,j-pop,2019,japan,90,183,Turning Up (R3HAB Remix)
827,9,Tusa,KAROL G,latin,2019,world,57,201,Tusa
828,102,Tusa,KAROL G,latin,2019,argentina,57,201,Tusa
829,253,Tusa,KAROL G,latin,2019,bolivia,57,201,Tusa
830,452,Tusa,KAROL G,latin,2019,colombia,57,201,Tusa
831,503,Tusa,KAROL G,latin,2019,chile,57,201,Tusa
832,554,Tusa,KAROL G,latin,2019,spain,57,201,Tusa
833,891,Tutto Questo Sei Tu,Ultimo,italian pop,2019,italy,42,245,Tutto Questo Sei Tu
834,111,Tutu,Camilo,colombian pop,2019,argentina,94,179,Tutu
835,263,Tutu,Camilo,colombian pop,2019,bolivia,94,179,Tutu
836,463,Tutu,Camilo,colombian pop,2019,colombia,94,179,Tutu
837,516,Tutu,Camilo,colombian pop,2019,chile,94,179,Tutu
838,942,Umbrella,King Gnu,j-pop,2019,japan,70,202,Ceremony
839,92,Umlilo,DJ Zinhle,kwaito,2019,africa,62,237,Umlilo
841,677,Un peu de haine,PLK,french hip hop,2019,france,42,168,Mental
842,145,Una Cerveza,Rafaga,cumbia chilena,2016,argentina,76,241,Una Cerveza
843,292,Una Vida Para Recordar,Piso 21,colombian pop,2019,bolivia,48,215,Una Vida Para Recordar
844,892,Una volta ancora (feat. Ana Mena),Fred De Palma,italian arena pop,2019,italy,59,174,Uebe
845,25,Underneath the Tree,Kelly Clarkson,dance pop,2013,world,69,230,Wrapped In Red
846,68,Underneath the Tree,Kelly Clarkson,dance pop,2013,africa,69,230,Wrapped In Red
847,169,Underneath the Tree,Kelly Clarkson,dance pop,2013,australia,69,230,Wrapped In Red
848,224,Underneath the Tree,Kelly Clarkson,dance pop,2013,belgium,69,230,Wrapped In Red
849,366,Underneath the Tree,Kelly Clarkson,dance pop,2013,canada,69,230,Wrapped In Red
850,414,Underneath the Tree,Kelly Clarkson,dance pop,2013,germany,69,230,Wrapped In Red
851,621,Underneath the Tree,Kelly Clarkson,dance pop,2013,usa,69,230,Wrapped In Red
852,865,Underneath the Tree,Kelly Clarkson,dance pop,2013,italy,69,230,Wrapped In Red
853,904,Underneath the Tree,Kelly Clarkson,dance pop,2013,japan,69,230,Wrapped In Red
854,820,Unfaithful,Dennis Lloyd,israeli pop,2019,israel,42,141,Unfaithful
857,849,Ve'Eem Tavo'ee Elay (And If You Will Come To Me),Idan Raichel,classic israeli pop,2019,israel,23,213,And If You Will Come To Me
858,325,Verdinha,Ludmilla,baile pop,2019,brazil,63,160,Verdinha
859,528,Verte Ir,DJ Luian,latin,2019,chile,55,268,Verte Ir
860,104,Vete,Bad Bunny,latin,2019,argentina,53,192,Vete
861,254,Vete,Bad Bunny,latin,2019,bolivia,53,192,Vete
862,454,Vete,Bad Bunny,latin,2019,colombia,53,192,Vete
863,504,Vete,Bad Bunny,latin,2019,chile,53,192,Vete
864,556,Vete,Bad Bunny,latin,2019,spain,53,192,Vete
865,446,Vor der Tür,Gzuz,deep german hip hop,2019,germany,20,171,Gzuz
866,332,Vou Ter Que Superar - Ao Vivo,Matheus & Kauan,pop nacional,2019,brazil,42,189,Ninety9lives 95: Another Castle
867,91,Vula Vala,DJ Maphorisa,afro house,2019,africa,14,374,Scorpion Kings
868,496,Víspera de Año Nuevo,Guillermo Buitrago,classic colombian pop,2012,colombia,98,150,"Siempre en Diciembre, Vol. 4"
869,777,Waktu Yang Salah,Fiersa Besari,indonesian indie,2014,indonesia,30,326,Tempat Aku Pulang
871,985,Watermelon Sugar,Harry Styles,dance pop,2019,malasya,56,174,Fine Line
872,772,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,k-pop,2018,indonesia,45,192,Way Back Home (feat. Conor Maynard) (Sam Feldt Edit)
873,187,What Christmas Means To Me,Stevie Wonder,adult standards,1967,australia,82,147,Someday At Christmas
874,393,What Christmas Means To Me,Stevie Wonder,adult standards,1967,canada,82,147,Someday At Christmas
876,110,Whine Up,Nicky Jam,latin,2019,argentina,66,215,Intimo
877,261,Whine Up,Nicky Jam,latin,2019,bolivia,66,215,Intimo
878,459,Whine Up,Nicky Jam,latin,2019,colombia,66,215,Intimo
879,511,Whine Up,Nicky Jam,latin,2019,chile,66,215,Intimo
880,561,Whine Up,Nicky Jam,latin,2019,spain,66,215,Intimo
881,21,White Christmas,Bing Crosby,adult standards,1942,world,25,177,Easter on the Catwalk
882,64,White Christmas,Bing Crosby,adult standards,1942,africa,25,177,Easter on the Catwalk
883,165,White Christmas,Bing Crosby,adult standards,1942,australia,25,177,Easter on the Catwalk
884,219,White Christmas,Bing Crosby,adult standards,1942,belgium,25,177,Easter on the Catwalk
885,362,White Christmas,Bing Crosby,adult standards,1942,canada,25,177,Easter on the Catwalk
886,616,White Christmas,Bing Crosby,adult standards,1942,usa,25,177,Easter on the Catwalk
887,195,White Christmas (with Shania Twain),Michael Bublé,adult standards,2011,australia,64,218,Christmas (Deluxe Special Edition)
888,435,Wieso tust Du dir das an?,Apache 207,german hip hop,2019,germany,46,176,Wieso tust Du dir das an?
889,179,Winter Wonderland,Tony Bennett,adult standards,1968,australia,63,134,Jingle Bell Swing
890,382,Winter Wonderland,Tony Bennett,adult standards,1968,canada,63,134,Jingle Bell Swing
891,637,Winter Wonderland - Remastered 2006,Bing Crosby,adult standards,2006,usa,54,144,Bing Crosby - Christmas Classics
893,19,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,world,77,228,McCartney II
894,62,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,africa,77,228,McCartney II
895,218,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,belgium,77,228,McCartney II
896,360,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,canada,77,228,McCartney II
897,411,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,germany,77,228,McCartney II
898,613,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,usa,77,228,McCartney II
899,863,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,italy,77,228,McCartney II
900,433,Wonderful Dream (Holidays Are Coming) - Radio Version,Melanie Thornton,Other,2001,germany,52,232,Ready To Fly
901,136,Ya No Mas,Fer Palacio,Other,2019,argentina,88,158,Ya No Más
903,937,Yesterday,Official HIGE DANdism,anime rock,2019,japan,56,299,Traveler
904,115,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,argentina,58,201,"Yo x Ti, Tu x Mi"
905,268,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,bolivia,58,201,"Yo x Ti, Tu x Mi"
906,517,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,chile,58,201,"Yo x Ti, Tu x Mi"
907,564,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,spain,58,201,"Yo x Ti, Tu x Mi"
909,592,Zorra,Bad Gyal,rap catalan,2019,spain,74,186,Zorra
910,209,bad guy,Billie Eilish,electropop,2019,belgium,56,194,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
911,705,bad guy,Billie Eilish,electropop,2019,india,56,194,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
912,807,bad guy,Billie Eilish,electropop,2019,israel,56,194,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
913,901,bad guy,Billie Eilish,electropop,2019,japan,56,194,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
914,962,bad guy,Billie Eilish,electropop,2019,malasya,56,194,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
915,875,blun7 a swishland,tha Supreme,trap italiana,2019,italy,57,168,blun7 a swishland
916,893,ch1 5ei te,tha Supreme,trap italiana,2019,italy,32,184,23 6451
917,326,choque térmico - ao vivo,Luan Santana,funk carioca,2019,brazil,73,180,VIVA (Ao Vivo)
918,762,comethru,Jeremy Zucker,pop,2018,indonesia,61,182,"summer,"
919,987,comethru,Jeremy Zucker,pop,2018,malasya,61,182,"summer,"
920,5,everything i wanted,Billie Eilish,electropop,2019,world,24,245,everything i wanted
921,205,everything i wanted,Billie Eilish,electropop,2019,belgium,24,245,everything i wanted
922,804,everything i wanted,Billie Eilish,electropop,2019,israel,24,245,everything i wanted
923,955,everything i wanted,Billie Eilish,electropop,2019,malasya,24,245,everything i wanted
924,871,fuck 3x,tha Supreme,trap italiana,2019,italy,69,161,23 6451
925,706,hot girl bummer,blackbear,pop,2019,india,68,185,hot girl bummer
926,960,hot girl bummer,blackbear,pop,2019,malasya,68,185,hot girl bummer
927,774,lowkey,NIKI,indie r&b,2019,indonesia,23,171,lowkey
929,898,m8nstar,tha Supreme,trap italiana,2019,italy,44,165,23 6451
930,319,menina solta,Giulia Be,pop nacional,2019,brazil,67,150,menina solta
932,344,quando a bad bater - ao vivo,Luan Santana,funk carioca,2019,brazil,53,180,quando a bad bater (ao vivo)
934,341,Áudio - Ao Vivo em Brasília,Diego & Victor Hugo,sertanejo pop,2019,brazil,45,190,Festival Flamenco Gitano
