,title,artist,top genre,year,country,val,dur
286,Que Mas Pues - Remix,Sech,panamanian pop,2019,bolivia,81,306
109,Que Tire Pa Lante,Daddy Yankee,latin,2019,argentina,71,211
262,Que Tire Pa Lante,Daddy Yankee,latin,2019,bolivia,71,211
460,Que Tire Pa Lante,Daddy Yankee,latin,2019,colombia,71,211
512,Que Tire Pa Lante,Daddy Yankee,latin,2019,chile,71,211
348,Quem Traiu Levou - Ao Vivo,Gusttavo Lima,sertanejo universitario,2019,brazil,83,154
112,Quizas,Rich Music LTD,reggaeton,2019,argentina,68,216
266,Quizas,Rich Music LTD,reggaeton,2019,bolivia,68,216
461,Quizas,Rich Music LTD,reggaeton,2019,colombia,68,216
514,Quizas,Rich Music LTD,reggaeton,2019,chile,68,216
566,Quizas,Rich Music LTD,reggaeton,2019,spain,68,216
279,Qué Pena,Maluma,latin,2019,bolivia,86,213
473,Qué Pena,Maluma,latin,2019,colombia,86,213
7,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,world,67,222
101,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,argentina,67,222
252,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,bolivia,67,222
451,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,colombia,67,222
502,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,chile,67,222
553,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,spain,67,222
654,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,france,67,222
854,RITMO (Bad Boys For Life),The Black Eyed Peas,dance pop,2019,italy,67,222
1,ROXANNE,Arizona Zervas,pop rap,2019,world,46,164
53,ROXANNE,Arizona Zervas,pop rap,2019,africa,46,164
151,ROXANNE,Arizona Zervas,pop rap,2019,australia,46,164
201,ROXANNE,Arizona Zervas,pop rap,2019,belgium,46,164
351,ROXANNE,Arizona Zervas,pop rap,2019,canada,46,164
401,ROXANNE,Arizona Zervas,pop rap,2019,germany,46,164
551,ROXANNE,Arizona Zervas,pop rap,2019,spain,46,164
600,ROXANNE,Arizona Zervas,pop rap,2019,usa,46,164
651,ROXANNE,Arizona Zervas,pop rap,2019,france,46,164
701,ROXANNE,Arizona Zervas,pop rap,2019,india,46,164
752,ROXANNE,Arizona Zervas,pop rap,2019,indonesia,46,164
801,ROXANNE,Arizona Zervas,pop rap,2019,israel,46,164
852,ROXANNE,Arizona Zervas,pop rap,2019,italy,46,164
952,ROXANNE,Arizona Zervas,pop rap,2019,malasya,46,164
338,Relógio Parado (Ao Vivo),Diego & Arnaldo,sertanejo,2019,brazil,73,181
698,Reste,Maître Gims,french hip hop,2019,france,69,232
158,Ride It,Regard,pop edm,2019,australia,88,158
211,Ride It,Regard,pop edm,2019,belgium,88,158
406,Ride It,Regard,pop edm,2019,germany,88,158
657,Ride It,Regard,pop edm,2019,france,88,158
13,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,world,90,126
56,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,africa,90,126
159,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,australia,90,126
212,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,belgium,90,126
354,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,canada,90,126
606,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,usa,90,126
857,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,italy,90,126
967,Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,malasya,90,126
189,Rockin' Around the Christmas Tree,Brenda Lee,adult standards,1991,australia,83,126
427,Roller,Apache 207,german hip hop,2019,germany,68,157
663,Roses - Imanbek Remix,SAINt JHN,melodic rap,2019,france,90,177
423,Rudolph The Red-Nosed Reindeer,Dean Martin,adult standards,1959,germany,86,136
588,Rueda,Chimbala,dembow,2019,spain,96,211
31,Run Rudolph Run - Single Version,Chuck Berry,blues rock,1986,world,96,166
172,Run Rudolph Run - Single Version,Chuck Berry,blues rock,1986,australia,96,166
372,Run Rudolph Run - Single Version,Chuck Berry,blues rock,1986,canada,96,166
625,Run Rudolph Run - Single Version,Chuck Berry,blues rock,1986,usa,96,166
322,S de Saudade,Luíza & Maurílio,sertanejo pop,2019,brazil,79,175
309,SENTADÃO,Pedro Sampaio,baile pop,2019,brazil,92,143
444,STAR,Nimo,german hip hop,2019,germany,60,162
874,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,italian hip hop,2019,italy,51,223
723,Sakhiyaan,Maninder Buttar,desi pop,2018,india,36,179
98,Sandton,Kabza De Small,afro house,2019,africa,59,412
34,Santa Baby,Ariana Grande,dance pop,2013,world,77,171
74,Santa Baby,Ariana Grande,dance pop,2013,africa,77,171
231,Santa Baby,Ariana Grande,dance pop,2013,belgium,77,171
373,Santa Baby,Ariana Grande,dance pop,2013,canada,77,171
627,Santa Baby,Ariana Grande,dance pop,2013,usa,77,171
647,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,adult standards,2002,usa,49,206
883,Santa Claus Is Comin' to Town,Frank Sinatra,adult standards,1994,italy,69,155
36,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,world,41,268
75,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,africa,41,268
232,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,belgium,41,268
378,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,canada,41,268
866,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,heartland rock,1981,italy,41,268
39,Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,world,96,144
79,Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,africa,96,144
178,Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,australia,96,144
236,Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,belgium,96,144
381,Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,canada,96,144
630,Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,usa,96,144
48,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,world,42,172
86,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,africa,42,172
194,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,australia,42,172
246,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,belgium,42,172
397,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,canada,42,172
894,Santa Claus Is Coming to Town,Michael Bublé,adult standards,2011,italy,42,172
546,Santa Claus Llegó a La Ciudad,Luis Miguel,bolero,2006,chile,72,116
12,Santa Tell Me,Ariana Grande,dance pop,2014,world,59,204
55,Santa Tell Me,Ariana Grande,dance pop,2014,africa,59,204
157,Santa Tell Me,Ariana Grande,dance pop,2014,australia,59,204
210,Santa Tell Me,Ariana Grande,dance pop,2014,belgium,59,204
353,Santa Tell Me,Ariana Grande,dance pop,2014,canada,59,204
405,Santa Tell Me,Ariana Grande,dance pop,2014,germany,59,204
555,Santa Tell Me,Ariana Grande,dance pop,2014,spain,59,204
604,Santa Tell Me,Ariana Grande,dance pop,2014,usa,59,204
856,Santa Tell Me,Ariana Grande,dance pop,2014,italy,59,204
902,Santa Tell Me,Ariana Grande,dance pop,2014,japan,59,204
963,Santa Tell Me,Ariana Grande,dance pop,2014,malasya,59,204
741,Sauda Khara Khara,Diljit Dosanjh,desi pop,2019,india,88,211
941,Sayonara Elegy,Masaki Suda,anime rock,2018,japan,62,257
336,Se Prepara 2,Mc Livinho,funk carioca,2019,brazil,36,147
594,Se iluminaba,Fred De Palma,italian arena pop,2019,spain,62,174
797,Secukupnya,Hindia,indonesian indie,2019,indonesia,93,205
781,Selamat (Selamat Tinggal),Virgoun,indonesian pop,2019,indonesia,37,314
317,Sentou e Gostou,MC JottaPê,funk carioca,2019,brazil,72,163
323,Serenata - Ao Vivo,Marília Mendonça,sertanejo,2019,brazil,74,156
24,Señorita,Shawn Mendes,canadian pop,2019,world,75,191
67,Señorita,Shawn Mendes,canadian pop,2019,africa,75,191
118,Señorita,Shawn Mendes,canadian pop,2019,argentina,75,191
223,Señorita,Shawn Mendes,canadian pop,2019,belgium,75,191
270,Señorita,Shawn Mendes,canadian pop,2019,bolivia,75,191
467,Señorita,Shawn Mendes,canadian pop,2019,colombia,75,191
660,Señorita,Shawn Mendes,canadian pop,2019,france,75,191
710,Señorita,Shawn Mendes,canadian pop,2019,india,75,191
759,Señorita,Shawn Mendes,canadian pop,2019,indonesia,75,191
815,Señorita,Shawn Mendes,canadian pop,2019,israel,75,191
976,Señorita,Shawn Mendes,canadian pop,2019,malasya,75,191
733,"Shaitan Ka Saala (From ""Housefull 4"")",Sohail Sen,desi pop,2019,india,34,147
905,Shape of You,Ed Sheeran,pop,2017,japan,93,234
938,Shukumei,Official HIGE DANdism,anime rock,2019,japan,49,281
525,Si Se Da - Remix,Myke Towers,latin,2019,chile,77,332
538,Si Supieras,Daddy Yankee,latin,2019,chile,62,242
113,Si Te Vas,Sech,panamanian pop,2019,argentina,55,205
264,Si Te Vas,Sech,panamanian pop,2019,bolivia,55,205
464,Si Te Vas,Sech,panamanian pop,2019,colombia,55,205
515,Si Te Vas,Sech,panamanian pop,2019,chile,55,205
565,Si Te Vas,Sech,panamanian pop,2019,spain,55,205
596,Si por mi fuera,Beret,spanish hip hop,2019,spain,88,209
131,Sigues Con El,Dimelo Flow,latin,2019,argentina,68,227
288,Sigues Con El,Dimelo Flow,latin,2019,bolivia,68,227
476,Sigues Con El,Dimelo Flow,latin,2019,colombia,68,227
531,Sigues Con El,Dimelo Flow,latin,2019,chile,68,227
581,Sigues Con El,Dimelo Flow,latin,2019,spain,68,227
449,Skifahren,The Cratez,german hip hop,2019,germany,44,163
47,Sleigh Ride,The Ronettes,adult standards,2019,world,85,181
85,Sleigh Ride,The Ronettes,adult standards,2019,africa,85,181
191,Sleigh Ride,The Ronettes,adult standards,2019,australia,85,181
245,Sleigh Ride,The Ronettes,adult standards,2019,belgium,85,181
396,Sleigh Ride,The Ronettes,adult standards,2019,canada,85,181
646,Sleigh Ride,The Ronettes,adult standards,2019,usa,85,181
767,So Am I,Ava Max,dance pop,2019,indonesia,61,183
878,Soldi in Nero - feat. Sfera Ebbasta,Shiva,italian hip hop,2019,italy,35,184
339,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,sertanejo,2018,brazil,60,187
133,Soltera - Remix,Lunay,latin,2019,argentina,80,266
293,Soltera - Remix,Lunay,latin,2019,bolivia,80,266
478,Soltera - Remix,Lunay,latin,2019,colombia,80,266
540,Soltera - Remix,Lunay,latin,2019,chile,80,266
306,Some que ele vem atrás,Anitta,baile pop,2019,brazil,60,195
11,Someone You Loved,Lewis Capaldi,pop,2019,world,45,182
208,Someone You Loved,Lewis Capaldi,pop,2019,belgium,45,182
755,Someone You Loved,Lewis Capaldi,pop,2019,indonesia,45,182
808,Someone You Loved,Lewis Capaldi,pop,2019,israel,45,182
959,Someone You Loved,Lewis Capaldi,pop,2019,malasya,45,182
499,Sorbito De Champagne - Digitally Remastered Original,Pastor Lopez,cumbia,2006,colombia,70,211
143,Soy Sabalero,Los Palmeras,argentine rock,2019,argentina,85,180
798,Speechless (Full),Naomi Scott,hollywood,2019,indonesia,23,209
944,Stand By You,Official HIGE DANdism,anime rock,2019,japan,63,256
32,Step Into Christmas,Elton John,glam rock,1973,world,82,272
171,Step Into Christmas,Elton John,glam rock,1973,australia,82,272
375,Step Into Christmas,Elton John,glam rock,1973,canada,82,272
418,Step Into Christmas,Elton John,glam rock,1973,germany,82,272
682,Street,Maes,french hip hop,2019,france,49,185
95,Sukendleleni,Jobe London,afro house,2019,africa,24,415
712,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2019,india,93,158
979,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2019,malasya,93,158
303,Supera - Ao Vivo,Marília Mendonça,sertanejo,2019,brazil,66,148
302,Surtada - Remix Brega Funk,Dadá Boladão,brega funk,2019,brazil,88,153
487,Tabaco y Ron,Rodolfo Aicardi,classic colombian pop,2012,colombia,96,243
799,Tak Ingin Pisah Lagi,Marion Jola,indonesian pop,2019,indonesia,34,266
768,Takeaway,The Chainsmokers,electropop,2019,indonesia,35,210
990,Takeaway,The Chainsmokers,electropop,2019,malasya,35,210
134,Tal Vez,Paulo Londra,argentine hip hop,2019,argentina,74,264
294,Tal Vez,Paulo Londra,argentine hip hop,2019,bolivia,74,264
779,Tanpa Tergesa,Juicy Luicy,indonesian pop,2018,indonesia,45,218
575,Te Quemaste,Manuel Turizo,colombian pop,2019,spain,72,199
283,Te Vi,Piso 21,colombian pop,2018,bolivia,71,232
948,Teenager Forever,King Gnu,j-pop,2019,japan,70,189
88,Tender Love (feat. DJ Maphorisa & Kabza De Small),Sha Sha,afro house,2019,africa,45,444
746,"Tera Ban Jaunga (From ""Kabir Singh"")",Akhil Sachdeva,desi pop,2019,india,40,236
188,Thank God It's Christmas - Non-Album Single,Queen,glam rock,1984,australia,34,262
431,Thank God It's Christmas - Non-Album Single,Queen,glam rock,1984,germany,34,262
442,The Best Side Of Life,Sarah Connor,german pop,2006,germany,55,229
365,The Box,Roddy Ricch,melodic rap,2019,canada,64,197
617,The Box,Roddy Ricch,melodic rap,2019,usa,64,197
20,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,world,21,192
63,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,africa,21,192
166,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,australia,21,192
220,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,belgium,21,192
361,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,canada,21,192
615,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,usa,21,192
249,This Christmas,Donny Hathaway,chicago soul,1971,belgium,68,231
649,This Christmas,Donny Hathaway,chicago soul,1971,usa,68,231
876,Ti volevo dedicare (feat. J-AX & Boomdabash),Rocco Hunt,italian hip hop,2019,italy,27,208
310,Tijolão - Ao Vivo,Jorge & Mateus,sertanejo,2019,brazil,69,175
349,Tiro Certo - Ao Vivo,Zé Felipe,funk carioca,2019,brazil,69,179
333,To Voando Alto,Mc Poze do Rodo,funk carioca,2019,brazil,80,137
324,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,sertanejo,2019,brazil,58,155
773,Tolong,Budi Doremi,indonesian pop,2018,indonesia,24,250
483,Traicionera,Pastor Lopez,cumbia,2012,colombia,96,215
658,Trampoline (with ZAYN),SHAED,electropop,2019,france,50,184
708,Trampoline (with ZAYN),SHAED,electropop,2019,india,50,184
968,Trampoline (with ZAYN),SHAED,electropop,2019,malasya,50,184
738,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak,desi pop,2019,india,48,201
721,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,desi pop,2019,india,31,285
715,"Tum Hi Aana (From ""Marjaavaan"")",Payal Dev,modern bollywood,2019,india,35,249
917,Turning Up,ARASHI,j-pop,2019,japan,90,183
9,Tusa,KAROL G,latin,2019,world,57,201
102,Tusa,KAROL G,latin,2019,argentina,57,201
253,Tusa,KAROL G,latin,2019,bolivia,57,201
452,Tusa,KAROL G,latin,2019,colombia,57,201
503,Tusa,KAROL G,latin,2019,chile,57,201
554,Tusa,KAROL G,latin,2019,spain,57,201
891,Tutto Questo Sei Tu,Ultimo,italian pop,2019,italy,42,245
111,Tutu,Camilo,colombian pop,2019,argentina,94,179
263,Tutu,Camilo,colombian pop,2019,bolivia,94,179
463,Tutu,Camilo,colombian pop,2019,colombia,94,179
516,Tutu,Camilo,colombian pop,2019,chile,94,179
942,Umbrella,King Gnu,j-pop,2019,japan,70,202
92,Umlilo,DJ Zinhle,kwaito,2019,africa,62,237
693,Un million par mois,Djadja & Dinaz,french hip hop,2019,france,72,189
677,Un peu de haine,PLK,french hip hop,2019,france,42,168
145,Una Cerveza,Rafaga,cumbia chilena,2016,argentina,76,241
292,Una Vida Para Recordar,Piso 21,colombian pop,2019,bolivia,48,215
892,Una volta ancora (feat. Ana Mena),Fred De Palma,italian arena pop,2019,italy,59,174
25,Underneath the Tree,Kelly Clarkson,dance pop,2013,world,69,230
68,Underneath the Tree,Kelly Clarkson,dance pop,2013,africa,69,230
169,Underneath the Tree,Kelly Clarkson,dance pop,2013,australia,69,230
224,Underneath the Tree,Kelly Clarkson,dance pop,2013,belgium,69,230
366,Underneath the Tree,Kelly Clarkson,dance pop,2013,canada,69,230
414,Underneath the Tree,Kelly Clarkson,dance pop,2013,germany,69,230
621,Underneath the Tree,Kelly Clarkson,dance pop,2013,usa,69,230
865,Underneath the Tree,Kelly Clarkson,dance pop,2013,italy,69,230
904,Underneath the Tree,Kelly Clarkson,dance pop,2013,japan,69,230
820,Unfaithful,Dennis Lloyd,israeli pop,2019,israel,42,141
731,Vaaste,Dhvani Bhanushali,desi pop,2019,india,32,196
744,Ve Maahi,Arijit Singh,desi pop,2019,india,29,224
849,Ve'Eem Tavo'ee Elay (And If You Will Come To Me),Idan Raichel,classic israeli pop,2019,israel,23,213
325,Verdinha,Ludmilla,baile pop,2019,brazil,63,160
528,Verte Ir,DJ Luian,latin,2019,chile,55,268
104,Vete,Bad Bunny,latin,2019,argentina,53,192
254,Vete,Bad Bunny,latin,2019,bolivia,53,192
454,Vete,Bad Bunny,latin,2019,colombia,53,192
504,Vete,Bad Bunny,latin,2019,chile,53,192
556,Vete,Bad Bunny,latin,2019,spain,53,192
446,Vor der Tür,Gzuz,deep german hip hop,2019,germany,20,171
332,Vou Ter Que Superar - Ao Vivo,Matheus & Kauan,pop nacional,2019,brazil,42,189
91,Vula Vala,DJ Maphorisa,afro house,2019,africa,14,374
496,Víspera de Año Nuevo,Guillermo Buitrago,classic colombian pop,2012,colombia,98,150
777,Waktu Yang Salah,Fiersa Besari,indonesian indie,2014,indonesia,30,326
921,Walking with you,Novelbright,j-pop,2018,japan,50,223
985,Watermelon Sugar,Harry Styles,dance pop,2019,malasya,56,174
772,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,k-pop,2018,indonesia,45,192
187,What Christmas Means To Me,Stevie Wonder,adult standards,1967,australia,82,147
393,What Christmas Means To Me,Stevie Wonder,adult standards,1967,canada,82,147
932,Wherever you are,ONE OK ROCK,j-pop,2010,japan,29,296
110,Whine Up,Nicky Jam,latin,2019,argentina,66,215
261,Whine Up,Nicky Jam,latin,2019,bolivia,66,215
459,Whine Up,Nicky Jam,latin,2019,colombia,66,215
511,Whine Up,Nicky Jam,latin,2019,chile,66,215
561,Whine Up,Nicky Jam,latin,2019,spain,66,215
21,White Christmas,Bing Crosby,adult standards,1942,world,25,177
64,White Christmas,Bing Crosby,adult standards,1942,africa,25,177
165,White Christmas,Bing Crosby,adult standards,1942,australia,25,177
219,White Christmas,Bing Crosby,adult standards,1942,belgium,25,177
362,White Christmas,Bing Crosby,adult standards,1942,canada,25,177
616,White Christmas,Bing Crosby,adult standards,1942,usa,25,177
195,White Christmas (with Shania Twain),Michael Bublé,adult standards,2011,australia,64,218
435,Wieso tust Du dir das an?,Apache 207,german hip hop,2019,germany,46,176
179,Winter Wonderland,Tony Bennett,adult standards,1968,australia,63,134
382,Winter Wonderland,Tony Bennett,adult standards,1968,canada,63,134
637,Winter Wonderland - Remastered 2006,Bing Crosby,adult standards,2006,usa,54,144
671,Woin Woin feat. RK,Larry,french hip hop,2019,france,70,173
19,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,world,77,228
62,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,africa,77,228
218,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,belgium,77,228
360,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,canada,77,228
411,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,germany,77,228
613,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,usa,77,228
863,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,italy,77,228
433,Wonderful Dream (Holidays Are Coming) - Radio Version,Melanie Thornton,Other,2001,germany,52,232
136,Ya No Mas,Fer Palacio,Other,2019,argentina,88,158
718,Yaad Piya Ki Aane Lagi,Neha Kakkar,desi pop,2019,india,69,257
937,Yesterday,Official HIGE DANdism,anime rock,2019,japan,56,299
115,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,argentina,58,201
268,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,bolivia,58,201
517,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,chile,58,201
564,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,spain,58,201
869,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,dance pop,2017,italy,91,157
592,Zorra,Bad Gyal,rap catalan,2019,spain,74,186
209,bad guy,Billie Eilish,electropop,2019,belgium,56,194
705,bad guy,Billie Eilish,electropop,2019,india,56,194
807,bad guy,Billie Eilish,electropop,2019,israel,56,194
901,bad guy,Billie Eilish,electropop,2019,japan,56,194
962,bad guy,Billie Eilish,electropop,2019,malasya,56,194
875,blun7 a swishland,tha Supreme,trap italiana,2019,italy,57,168
893,ch1 5ei te,tha Supreme,trap italiana,2019,italy,32,184
326,choque térmico - ao vivo,Luan Santana,funk carioca,2019,brazil,73,180
762,comethru,Jeremy Zucker,pop,2018,indonesia,61,182
987,comethru,Jeremy Zucker,pop,2018,malasya,61,182
5,everything i wanted,Billie Eilish,electropop,2019,world,24,245
205,everything i wanted,Billie Eilish,electropop,2019,belgium,24,245
804,everything i wanted,Billie Eilish,electropop,2019,israel,24,245
955,everything i wanted,Billie Eilish,electropop,2019,malasya,24,245
871,fuck 3x,tha Supreme,trap italiana,2019,italy,69,161
706,hot girl bummer,blackbear,pop,2019,india,68,185
960,hot girl bummer,blackbear,pop,2019,malasya,68,185
774,lowkey,NIKI,indie r&b,2019,indonesia,23,171
881,m12ano - feat. Mara Sattei,tha Supreme,trap italiana,2019,italy,48,188
898,m8nstar,tha Supreme,trap italiana,2019,italy,44,165
319,menina solta,Giulia Be,pop nacional,2019,brazil,67,150
888,occh1 purpl3 - feat. Marracash,tha Supreme,trap italiana,2019,italy,55,188
344,quando a bad bater - ao vivo,Luan Santana,funk carioca,2019,brazil,53,180
880,sw1n6o - feat. Salmo,tha Supreme,trap italiana,2019,italy,79,184
341,Áudio - Ao Vivo em Brasília,Diego & Victor Hugo,sertanejo pop,2019,brazil,45,190
